channel_name,video_title,release_date_1,release_date_2,video_link,video_duration (min),voice
ReadTube,أعد السيطرة على عقلك 🛑 ملخص كتاب : القلق هو العدو,7,month,https://www.youtube.com/watch?v=lvochGcQCJ8,27,voice 3
ReadTube,لا تستسلم أبدا !! ملخص كتاب : لا تتوقف 🛑,7,month,https://www.youtube.com/watch?v=gI3KqT1lKn8,34,voice 3
ReadTube,كيف تقهر الكسل ؟ ملخص كتاب : علاج التسويف,8,month,https://www.youtube.com/watch?v=XX5VfAeSv3U,31,voice 3
ReadTube,لا تعبد الناس !!! كتاب :  توقف عن إرضاء الآخرين,8,month,https://www.youtube.com/watch?v=E5bR4BQbI4M,29,voice 3
ReadTube,حرر عقلك من التوتر  !! كتاب : توقف عن التفكير المفرط,8,month,https://www.youtube.com/watch?v=-TwgLbvEMck,24,voice 3
ReadTube,قوة الانتباه الخارق - ملخص كتاب : فن التركيز والإنجاز,8,month,https://www.youtube.com/watch?v=dBEV55ny1AM,40,voice 3
ReadTube,لا تكن ضعيفا !! ملخص كتاب : الشخصية القوية,8,month,https://www.youtube.com/watch?v=FifgsiwbWak,43,voice 3
ReadTube,لا تهدر عمرك !! ملخص كتاب : إدارة الوقت بين التراث والمعاصرة,9,month,https://www.youtube.com/watch?v=BISUb09oVTw,34,voice 3
ReadTube,طريقك للحرية المالية 💵ملخص كتاب : النموذج الرباعي للتدفقات المالية,9,month,https://www.youtube.com/watch?v=ZC3j3OP-vJE,32,voice 3
ReadTube,أعد السيطرة على حياتك !! ملخص كتاب : التخلص من الدوبامين 🧠,9,month,https://www.youtube.com/watch?v=KaBiTAMNq_E,28,voice 3
ReadTube,ترشيحات معرض الكتاب 2024 🛑  أهم  كتب تطوير الذات,9,month,https://www.youtube.com/watch?v=DYb97VWqPy8,21,voice 3
ReadTube,٢٤ قناة تستحق المتابعة علي اليوتيوب في ٢٠٢٤,9,month,https://www.youtube.com/watch?v=QZ9ceuVkkfk,20,voice 3
ReadTube,قوة الانضباط الذاتي 💪  ملخص كتاب : لا أعذار 🛑,9,month,https://www.youtube.com/watch?v=rDa7hKCs2T8,26,voice 3
ReadTube,كيفية اختيار الكتب - كيف تلخص  كتابا ؟ - وأشياء أخرى !!,10,month,https://www.youtube.com/watch?v=vWxrUrXn8PI,43,voice 3
ReadTube,لا تكن جباناً !!  ملخص رواية : عداء الطائرة الورقية,10,month,https://www.youtube.com/watch?v=fvuL4UIgdO8,29,voice 3
ReadTube,٢٤ كتابا لا تفوت قرائتهم في ٢٠٢٤ 📚,10,month,https://www.youtube.com/watch?v=iMYI3DmpdR4,30,voice 3
ReadTube,كما لم تشاهدها من قبل - ملخص الرواية الممـ نـ.وعة : رواية ١٩٨٤ 🥸,10,month,https://www.youtube.com/watch?v=avdgaxE4Cvk,34,voice 3
ReadTube,الكتاب المحـ ـ ـرف و نـ ـبؤات أخر الزمان - ماذا قال د. مصطفى محمود ؟,10,month,https://www.youtube.com/watch?v=nrsJAM-fNgY,30,voice 3
ReadTube,كتب تاريخية رائعة لا تفوت قرائتها  في ٢٠٢٤ !!,11,month,https://www.youtube.com/watch?v=0EM9ugsK5OQ,38,voice 3
ReadTube,قوة إعادة التفكير 🧠 - ملخص كتاب : أعد التفكير🤔,11,month,https://www.youtube.com/watch?v=3keR6HCe4lU,32,voice 3
ReadTube,لا تكن متخاذلا !! ملخص كتاب : فــ لــسـ طـ ين لن تضيع - د. راغب السرجاني,11,month,https://www.youtube.com/watch?v=59SqcPw9NCU,32,voice 3
ReadTube,الجانب المـ ظـلم للبشر !! ملخص كتاب : قوانين الطبيعة البشرية,11,month,https://www.youtube.com/watch?v=VS7Pj6mlCNo,56,voice 3
ReadTube,شاهد قبل الحـ ـذ ف ؟؟ 😈🤡 ملخص كتاب : الإباحـ ـ ية الجنـ سـ ية,11,month,https://www.youtube.com/watch?v=Gf3StTyfJRo,29,voice 3
ReadTube,سيكولوجية التفاهة - ملخص كتاب : رحلة الدجـ ـ ــال الناعمة,11,month,https://www.youtube.com/watch?v=FfetnIgxaF4,30,voice 3
ReadTube,ادرس بذكاء وليس بجهد !! ملخص كتاب : كيف نتعلم ؟,11,month,https://www.youtube.com/watch?v=mAkmSU5r9aE,22,voice 3
ReadTube,كيف تقهر التسويف ؟! ملخص كتاب:  عادة الآن,1,year,https://www.youtube.com/watch?v=2alP5H-zpKY,29,voice 3
ReadTube,كيف تتعافى من إساءات الوالدين ؟ ملخص كتاب : أبي الذي أكره,1,year,https://www.youtube.com/watch?v=PWLJSWks-m8,34,voice 3
ReadTube,العالــ * ـــم كله بــ ين أيديهم ؟! ( حلقة خاصة - شاهد للنهاية !! ),1,year,https://www.youtube.com/watch?v=YUdYnl1s-N4,24,voice 3
ReadTube,المهارة التى لا يتقنها أغلب البشر !! ملخص كتاب : الذكاء العاطفي,1,year,https://www.youtube.com/watch?v=LbKgJpc5lmc,36,voice 3
ReadTube,سيكولوجية التلاعب بالشعوب !! ملخص كتاب : قــ*ــصــ ـف العقول,1,year,https://www.youtube.com/watch?v=_t2ck2n011E,27,voice 3
ReadTube,كيف تقهر التشتت ؟! ملخص كتاب : التركيز الفائق,1,year,https://www.youtube.com/watch?v=jses3xv0ScY,35,voice 3
ReadTube,كيف تصبح ذكيا  ؟ 🧠 ملخص كتاب : ارفع نسبة ذكائك,1,year,https://www.youtube.com/watch?v=6r1R2DoHal8,44,voice 3
ReadTube,اهزم العدو الذي بداخلك !! ملخص كتاب : حرب الفن,1,year,https://www.youtube.com/watch?v=A9zm4-uIBq0,27,voice 3
ReadTube,لا تخدع نفسك !! ملخص كتاب : مشكلة الأفكار في العالم الإسلامي,1,year,https://www.youtube.com/watch?v=p6sMUQDjP-c,26,voice 3
ReadTube,لا تدمر نفسك !! ملخص كتاب : جلسات نفسية,1,year,https://www.youtube.com/watch?v=oAqRe3Stgsk,39,voice 3
ReadTube,حقق أهدافك الكبرى !! ملخص كتاب : فن المستحيل,1,year,https://www.youtube.com/watch?v=2tY31qo5P_g,21,voice 3
ReadTube,لا تدمر حياتك !! ملخص كتاب : عقل غير هادئ,1,year,https://www.youtube.com/watch?v=4YNZ1noZ0f4,27,voice 3
ReadTube,سيكولوجية الابتكار الرائع !!  ملخص كتاب : تصميم الأشياء اليومية,1,year,https://www.youtube.com/watch?v=L_jd9npEQVw,30,voice 3
ReadTube,لا تهدر حياتك !! ملخص كتاب : الماجريات,1,year,https://www.youtube.com/watch?v=_MoKC5QvQNA,38,voice 3
ReadTube,أكذوبة قانون الجذب ؟! ملخص كتاب : خرافة السر,1,year,https://www.youtube.com/watch?v=7GCE28LkdoE,39,voice 3
ReadTube,عصر سيطرة التفاهة 🤡 ملخص رواية : فهرنهايت ٤٥١,1,year,https://www.youtube.com/watch?v=OuwPpI8Y4SY,29,voice 3
ReadTube,عقلية النجاح الكبير !! ملخص كتاب : شركة الإبداع,1,year,https://www.youtube.com/watch?v=X-rzyJyZ5lQ,31,voice 3
ReadTube,لا تعبد العلم !! ملخص كتاب : العلموية,1,year,https://www.youtube.com/watch?v=Nn5IaaW2mp8,25,voice 3
ReadTube,أهم كتاب يحتاجه البشر !! ملخص كتاب : رقائق القرآن,1,year,https://www.youtube.com/watch?v=kdrTGb7cTf0,26,voice 3
ReadTube,كيف تنمي تفكيرك ؟ كتاب :العناصر الخمسة للتفكير الفعال,1,year,https://www.youtube.com/watch?v=I1Ce_U2YqrU,26,voice 3
ReadTube,سيكولوجية قهر الغباء 🤡 ملخص كتاب : فخ الذكاء,1,year,https://www.youtube.com/watch?v=FQb6wODZpkM,39,voice 3
ReadTube,عالم الخبايا والأسرار !! ملخص كتاب : الوجود والعدم,1,year,https://www.youtube.com/watch?v=WMy7OWfOigI,22,voice 3
ReadTube,سيكولوجية إدارة الذات - ملخص كتاب : المدير الفعال,1,year,https://www.youtube.com/watch?v=lshg1eOtUE8,24,voice 3
ReadTube,سيكولوجية حل المشكلات - ملخص كتاب : السباق,1,year,https://www.youtube.com/watch?v=HwPbSIq3QCk,23,voice 3
ReadTube,كيف تتغلب على الكسل ؟ ملخص كتاب : قاعدة الخمس ثواني,1,year,https://www.youtube.com/watch?v=HZveiPREMVs,23,voice 3
ReadTube,سيكولوجية إتقان المهارات - ملخص كتاب : فن التعلم,1,year,https://www.youtube.com/watch?v=bD8nYo-jyak,21,voice 3
ReadTube,كيف تتعلم أي شئ بنفسك ؟ كتاب : التعلم الذاتي الفائق,1,year,https://www.youtube.com/watch?v=UUXoxwJvyTs,30,voice 3
ReadTube,سر النجاح في أصعب الظروف ؟؟ كتاب : الميزة غير العادلة,1,year,https://www.youtube.com/watch?v=WZ0wKi5RMDE,25,voice 3
ReadTube,احترف فنون  الكلام ؟ ملخص كتاب : تحدث أمام الجميع بجاذبية,1,year,https://www.youtube.com/watch?v=7iiA7sizoFQ,29,voice 3
ReadTube,الجانب المظلم للانتاجية !! ملخص كتاب : ٤ آلاف أسبوع,1,year,https://www.youtube.com/watch?v=_FT4pmUya5U,29,voice 3
ReadTube,عقلية النجاح العظيم !! ملخص كتاب : من وليس كيف,1,year,https://www.youtube.com/watch?v=cFjOOxcsaSw,27,voice 3
ReadTube,أهم كتاب تحتاجه في حياتك !! ملخص كتاب : الطريق إلى القرآن,1,year,https://www.youtube.com/watch?v=2MeKkv_FJnE,17,voice 3
ReadTube,يوتوبيا - رواية أحمد خالد توفيق كما لم تشاهدها من قبل !!,1,year,https://www.youtube.com/watch?v=vHhXMKsaEGE,26,voice 3
ReadTube,🌙 اجعله رمضانك الأفضل ! ٢٣ كتابا رائعا للقراءة في رمضان,1,year,https://www.youtube.com/watch?v=rF5g2jBJMaM,24,voice 3
ReadTube,سيكولوجية اللحظات الحرجة 🤬 ملخص كتاب : محادثات صعبة,1,year,https://www.youtube.com/watch?v=P7mZRzlCqxA,25,voice 3
ReadTube,كيف تتقن أي مهارة ؟  ملخص كتاب : القمة,1,year,https://www.youtube.com/watch?v=_35Is1kg9AE,22,voice 3
ReadTube,أبسط أداة لتنظيم حياتك ! كتاب : طريقة البوليت جورنال,1,year,https://www.youtube.com/watch?v=NZzhdoBHjm4,22,voice 3
ReadTube,سيكولوجية جذب البشر 🧲 ملخص كتاب : فن التأثير في الأخرين,1,year,https://www.youtube.com/watch?v=gnMDei8_Q8M,29,voice 3
ReadTube,كيف تصل للحرية المالية ؟ 💰ملخص كتاب : التحول المالي الكلي,1,year,https://www.youtube.com/watch?v=l15q6Z6mdts,30,voice 3
ReadTube,سر تعلم أي مهارة - ملخص كتاب : شفرة الموهبة,1,year,https://www.youtube.com/watch?v=KV9ZX4u3hII,27,voice 3
ReadTube,نصائح ذهبية في الحياة والعمل  👌 ملخص كتاب : حكمة نافال,1,year,https://www.youtube.com/watch?v=pMJNG38k9L4,27,voice 3
ReadTube,كيف تؤسس مشروعا ناجحا  🚀 ملخص كتاب : رائد الأعمال,1,year,https://www.youtube.com/watch?v=PDVIsTcya58,44,voice 3
